display_name,country,points,rank
gjg_233,au,0,0
gjg_234,fr,0,0
gjg_235,ca,0,0
gjg_236,tr,0,0
gjg_237,ca,0,0
gjg_238,tr,0,0
gjg_239,tr,0,0
gjg_240,us,0,0
gjg_241,au,0,0
gjg_242,ca,0,0
gjg_243,ca,0,0
gjg_244,fr,0,0
gjg_245,tr,0,0
gjg_246,ca,0,0
gjg_247,au,0,0
gjg_248,tr,0,0
gjg_249,ca,0,0
gjg_250,ca,0,0
gjg_251,fr,0,0
gjg_252,us,0,0
gjg_253,au,0,0
gjg_254,us,0,0
gjg_255,ca,0,0
gjg_256,us,0,0
gjg_257,fr,0,0
gjg_258,us,0,0
gjg_259,us,0,0
gjg_260,au,0,0
gjg_261,us,0,0
gjg_262,au,0,0
gjg_263,us,0,0
gjg_264,us,0,0
gjg_265,au,0,0
gjg_266,us,0,0
gjg_267,ca,0,0
gjg_268,tr,0,0
gjg_269,ca,0,0
gjg_270,au,0,0
gjg_271,us,0,0
gjg_272,tr,0,0
gjg_273,au,0,0
gjg_274,fr,0,0
gjg_275,au,0,0
gjg_276,us,0,0
gjg_277,au,0,0
gjg_278,us,0,0
gjg_279,au,0,0
gjg_280,us,0,0
gjg_281,au,0,0
gjg_282,fr,0,0
gjg_283,us,0,0
gjg_284,tr,0,0
gjg_285,ca,0,0
gjg_286,au,0,0
gjg_287,au,0,0
gjg_288,ca,0,0
gjg_289,tr,0,0
gjg_290,us,0,0
gjg_291,tr,0,0
gjg_292,ca,0,0
gjg_293,us,0,0
gjg_294,us,0,0
gjg_295,ca,0,0
gjg_296,ca,0,0
gjg_297,tr,0,0
gjg_298,au,0,0
gjg_299,us,0,0
gjg_300,fr,0,0
gjg_301,tr,0,0
gjg_302,fr,0,0
gjg_303,au,0,0
gjg_304,us,0,0
gjg_305,ca,0,0
gjg_306,au,0,0
gjg_307,au,0,0
gjg_308,ca,0,0
gjg_309,fr,0,0
gjg_310,ca,0,0
gjg_311,us,0,0
gjg_312,fr,0,0
gjg_313,ca,0,0
gjg_314,au,0,0
gjg_315,au,0,0
gjg_316,fr,0,0
gjg_317,ca,0,0
gjg_318,tr,0,0
gjg_319,us,0,0
gjg_320,fr,0,0
gjg_321,us,0,0
gjg_322,ca,0,0
gjg_323,us,0,0
gjg_324,us,0,0
gjg_325,ca,0,0
gjg_326,tr,0,0
gjg_327,au,0,0
gjg_328,ca,0,0
gjg_329,ca,0,0
gjg_330,tr,0,0
gjg_331,tr,0,0
gjg_332,ca,0,0
gjg_333,ca,0,0
gjg_334,us,0,0
gjg_335,ca,0,0
gjg_336,ca,0,0
gjg_337,fr,0,0
gjg_338,ca,0,0
gjg_339,us,0,0
gjg_340,fr,0,0
gjg_341,us,0,0
gjg_342,tr,0,0
gjg_343,us,0,0
gjg_344,tr,0,0
gjg_345,au,0,0
gjg_346,tr,0,0
gjg_347,fr,0,0
gjg_348,us,0,0
gjg_349,tr,0,0
gjg_350,ca,0,0
gjg_351,fr,0,0
gjg_352,tr,0,0
gjg_353,fr,0,0
gjg_354,us,0,0
gjg_355,fr,0,0
gjg_356,fr,0,0
gjg_357,fr,0,0
gjg_358,au,0,0
gjg_359,fr,0,0
gjg_360,fr,0,0
gjg_361,au,0,0
gjg_362,fr,0,0
gjg_363,us,0,0
gjg_364,tr,0,0
gjg_365,au,0,0
gjg_366,fr,0,0
gjg_367,fr,0,0
gjg_368,tr,0,0
gjg_369,us,0,0
gjg_370,us,0,0
gjg_371,au,0,0
gjg_372,au,0,0
gjg_373,ca,0,0
gjg_374,us,0,0
gjg_375,fr,0,0
gjg_376,fr,0,0
gjg_377,au,0,0
gjg_378,fr,0,0
gjg_379,tr,0,0
gjg_380,fr,0,0
gjg_381,fr,0,0
gjg_382,au,0,0
gjg_383,au,0,0
gjg_384,ca,0,0
gjg_385,tr,0,0
gjg_386,fr,0,0
gjg_387,ca,0,0
gjg_388,ca,0,0
gjg_389,ca,0,0
gjg_390,fr,0,0
gjg_391,tr,0,0
gjg_392,tr,0,0
gjg_393,tr,0,0
gjg_394,au,0,0
gjg_395,fr,0,0
gjg_396,au,0,0
gjg_397,fr,0,0
gjg_398,fr,0,0
gjg_399,tr,0,0
gjg_400,ca,0,0
gjg_401,tr,0,0
gjg_402,au,0,0
gjg_403,us,0,0
gjg_404,us,0,0
gjg_405,ca,0,0
gjg_406,ca,0,0
gjg_407,us,0,0
gjg_408,au,0,0
gjg_409,au,0,0
gjg_410,us,0,0
gjg_411,us,0,0
gjg_412,ca,0,0
gjg_413,ca,0,0
gjg_414,tr,0,0
gjg_415,ca,0,0
gjg_416,ca,0,0
gjg_417,ca,0,0
gjg_418,au,0,0
gjg_419,fr,0,0
gjg_420,tr,0,0
gjg_421,tr,0,0
gjg_422,fr,0,0
gjg_423,fr,0,0
gjg_424,fr,0,0
gjg_425,tr,0,0
gjg_426,fr,0,0
gjg_427,fr,0,0
gjg_428,fr,0,0
gjg_429,ca,0,0
gjg_430,us,0,0
gjg_431,tr,0,0
gjg_432,au,0,0
gjg_433,au,0,0
gjg_434,us,0,0
gjg_435,au,0,0
gjg_436,tr,0,0
gjg_437,us,0,0
gjg_438,au,0,0
gjg_439,au,0,0
gjg_440,tr,0,0
gjg_441,tr,0,0
gjg_442,us,0,0
gjg_443,tr,0,0
gjg_444,au,0,0
gjg_445,us,0,0
gjg_446,au,0,0
gjg_447,au,0,0
gjg_448,us,0,0
gjg_449,fr,0,0
gjg_450,ca,0,0
gjg_451,fr,0,0
gjg_452,us,0,0
gjg_453,ca,0,0
gjg_454,tr,0,0
gjg_455,au,0,0
gjg_456,us,0,0
gjg_457,us,0,0
gjg_458,tr,0,0
gjg_459,tr,0,0
gjg_460,tr,0,0
gjg_461,ca,0,0
gjg_462,us,0,0
gjg_463,us,0,0
gjg_464,fr,0,0
gjg_465,ca,0,0
gjg_466,tr,0,0
gjg_467,ca,0,0
gjg_468,au,0,0
gjg_469,tr,0,0
gjg_470,fr,0,0
gjg_471,au,0,0
gjg_472,tr,0,0
gjg_473,us,0,0
gjg_474,tr,0,0
gjg_475,au,0,0
gjg_476,ca,0,0
gjg_477,au,0,0
gjg_478,us,0,0
gjg_479,ca,0,0
gjg_480,ca,0,0
gjg_481,ca,0,0
gjg_482,au,0,0
gjg_483,us,0,0
gjg_484,ca,0,0
gjg_485,tr,0,0
gjg_486,ca,0,0
gjg_487,fr,0,0
gjg_488,au,0,0
gjg_489,us,0,0
gjg_490,ca,0,0
gjg_491,ca,0,0
gjg_492,tr,0,0
gjg_493,fr,0,0
gjg_494,au,0,0
gjg_495,fr,0,0
gjg_496,au,0,0
gjg_497,us,0,0
gjg_498,ca,0,0
gjg_499,us,0,0
gjg_500,fr,0,0
gjg_501,us,0,0
gjg_502,ca,0,0
gjg_503,us,0,0
gjg_504,tr,0,0
gjg_505,tr,0,0
gjg_506,tr,0,0
gjg_507,ca,0,0
gjg_508,ca,0,0
gjg_509,us,0,0
gjg_510,ca,0,0
gjg_511,us,0,0
gjg_512,au,0,0
gjg_513,fr,0,0
gjg_514,us,0,0
gjg_515,fr,0,0
gjg_516,au,0,0
gjg_517,fr,0,0
gjg_518,ca,0,0
gjg_519,ca,0,0
gjg_520,tr,0,0
gjg_521,us,0,0
gjg_522,ca,0,0
gjg_523,au,0,0
gjg_524,us,0,0
gjg_525,ca,0,0
gjg_526,tr,0,0
gjg_527,tr,0,0
gjg_528,au,0,0
gjg_529,au,0,0
gjg_530,tr,0,0
gjg_531,fr,0,0
gjg_532,au,0,0
gjg_533,au,0,0
gjg_534,fr,0,0
gjg_535,tr,0,0
gjg_536,us,0,0
gjg_537,au,0,0
gjg_538,ca,0,0
gjg_539,tr,0,0
gjg_540,au,0,0
gjg_541,tr,0,0
gjg_542,ca,0,0
gjg_543,us,0,0
gjg_544,tr,0,0
gjg_545,us,0,0
gjg_546,us,0,0
gjg_547,ca,0,0
gjg_548,us,0,0
gjg_549,ca,0,0
gjg_550,us,0,0
gjg_551,ca,0,0
gjg_552,tr,0,0
gjg_553,ca,0,0
gjg_554,fr,0,0
gjg_555,us,0,0
gjg_556,ca,0,0
gjg_557,fr,0,0
gjg_558,au,0,0
gjg_559,us,0,0
gjg_560,tr,0,0
gjg_561,us,0,0
gjg_562,ca,0,0
gjg_563,ca,0,0
gjg_564,fr,0,0
gjg_565,fr,0,0
gjg_566,tr,0,0
gjg_567,ca,0,0
gjg_568,tr,0,0
gjg_569,fr,0,0
gjg_570,tr,0,0
gjg_571,us,0,0
gjg_572,us,0,0
gjg_573,us,0,0
gjg_574,fr,0,0
gjg_575,fr,0,0
gjg_576,fr,0,0
gjg_577,tr,0,0
gjg_578,fr,0,0
gjg_579,fr,0,0
gjg_580,tr,0,0
gjg_581,tr,0,0
gjg_582,fr,0,0
gjg_583,fr,0,0
gjg_584,us,0,0
gjg_585,us,0,0
gjg_586,us,0,0
gjg_587,ca,0,0
gjg_588,tr,0,0
gjg_589,us,0,0
gjg_590,tr,0,0
gjg_591,au,0,0
gjg_592,ca,0,0
gjg_593,tr,0,0
gjg_594,tr,0,0
gjg_595,us,0,0
gjg_596,fr,0,0
gjg_597,ca,0,0
gjg_598,ca,0,0
gjg_599,fr,0,0
gjg_600,fr,0,0
gjg_601,ca,0,0
gjg_602,fr,0,0
gjg_603,us,0,0
gjg_604,au,0,0
gjg_605,fr,0,0
gjg_606,fr,0,0
gjg_607,ca,0,0
gjg_608,au,0,0
gjg_609,ca,0,0
gjg_610,us,0,0
gjg_611,fr,0,0
gjg_612,us,0,0
gjg_613,fr,0,0
gjg_614,au,0,0
gjg_615,us,0,0
gjg_616,ca,0,0
gjg_617,fr,0,0
gjg_618,us,0,0
gjg_619,us,0,0
gjg_620,ca,0,0
gjg_621,fr,0,0
gjg_622,ca,0,0
gjg_623,fr,0,0
gjg_624,fr,0,0
gjg_625,us,0,0
gjg_626,us,0,0
gjg_627,au,0,0
gjg_628,ca,0,0
gjg_629,tr,0,0
gjg_630,tr,0,0
gjg_631,ca,0,0
gjg_632,ca,0,0
gjg_633,us,0,0
gjg_634,us,0,0
gjg_635,fr,0,0
gjg_636,ca,0,0
gjg_637,us,0,0
gjg_638,us,0,0
gjg_639,ca,0,0
gjg_640,ca,0,0
gjg_641,ca,0,0
gjg_642,au,0,0
gjg_643,ca,0,0
gjg_644,au,0,0
gjg_645,fr,0,0
gjg_646,ca,0,0
gjg_647,ca,0,0
gjg_648,ca,0,0
gjg_649,us,0,0
gjg_650,fr,0,0
gjg_651,ca,0,0
gjg_652,au,0,0
gjg_653,au,0,0
gjg_654,fr,0,0
gjg_655,tr,0,0
gjg_656,tr,0,0
gjg_657,ca,0,0
gjg_658,tr,0,0
gjg_659,us,0,0
gjg_660,tr,0,0
gjg_661,us,0,0
gjg_662,tr,0,0
gjg_663,ca,0,0
gjg_664,tr,0,0
gjg_665,ca,0,0
gjg_666,ca,0,0
gjg_667,us,0,0
gjg_668,au,0,0
gjg_669,au,0,0
gjg_670,tr,0,0
gjg_671,ca,0,0
gjg_672,fr,0,0
gjg_673,us,0,0
gjg_674,au,0,0
gjg_675,au,0,0
gjg_676,ca,0,0
gjg_677,au,0,0
gjg_678,fr,0,0
gjg_679,fr,0,0
gjg_680,fr,0,0
gjg_681,tr,0,0
gjg_682,fr,0,0
gjg_683,fr,0,0
gjg_684,ca,0,0
gjg_685,au,0,0
gjg_686,au,0,0
gjg_687,fr,0,0
gjg_688,ca,0,0
gjg_689,fr,0,0
gjg_690,us,0,0
gjg_691,fr,0,0
gjg_692,fr,0,0
gjg_693,au,0,0
gjg_694,au,0,0
gjg_695,ca,0,0
gjg_696,tr,0,0
gjg_697,au,0,0
gjg_698,au,0,0
gjg_699,us,0,0
gjg_700,au,0,0
gjg_701,fr,0,0
gjg_702,fr,0,0
gjg_703,us,0,0
gjg_704,ca,0,0
gjg_705,ca,0,0
gjg_706,us,0,0
gjg_707,tr,0,0
gjg_708,au,0,0
gjg_709,us,0,0
gjg_710,tr,0,0
gjg_711,tr,0,0
gjg_712,fr,0,0
gjg_713,au,0,0
gjg_714,ca,0,0
gjg_715,tr,0,0
gjg_716,au,0,0
gjg_717,tr,0,0
gjg_718,tr,0,0
gjg_719,fr,0,0
gjg_720,tr,0,0
gjg_721,au,0,0
gjg_722,fr,0,0
gjg_723,fr,0,0
gjg_724,ca,0,0
gjg_725,au,0,0
gjg_726,au,0,0
gjg_727,tr,0,0
gjg_728,fr,0,0
gjg_729,tr,0,0
gjg_730,ca,0,0
gjg_731,fr,0,0
gjg_732,fr,0,0
gjg_733,tr,0,0
gjg_734,ca,0,0
gjg_735,fr,0,0
gjg_736,tr,0,0
gjg_737,tr,0,0
gjg_738,tr,0,0
gjg_739,fr,0,0
gjg_740,au,0,0
gjg_741,tr,0,0
gjg_742,au,0,0
gjg_743,ca,0,0
gjg_744,tr,0,0
gjg_745,us,0,0
gjg_746,us,0,0
gjg_747,us,0,0
gjg_748,au,0,0
gjg_749,us,0,0
gjg_750,tr,0,0
gjg_751,ca,0,0
gjg_752,us,0,0
gjg_753,au,0,0
gjg_754,fr,0,0
gjg_755,tr,0,0
gjg_756,tr,0,0
gjg_757,tr,0,0
gjg_758,tr,0,0
gjg_759,fr,0,0
gjg_760,au,0,0
gjg_761,ca,0,0
gjg_762,fr,0,0
gjg_763,tr,0,0
gjg_764,tr,0,0
gjg_765,au,0,0
gjg_766,tr,0,0
gjg_767,fr,0,0
gjg_768,us,0,0
gjg_769,ca,0,0
gjg_770,tr,0,0
gjg_771,au,0,0
gjg_772,au,0,0
gjg_773,tr,0,0
gjg_774,ca,0,0
gjg_775,tr,0,0
gjg_776,fr,0,0
gjg_777,fr,0,0
gjg_778,fr,0,0
gjg_779,fr,0,0
gjg_780,au,0,0
gjg_781,us,0,0
gjg_782,ca,0,0
gjg_783,tr,0,0
gjg_784,au,0,0
gjg_785,us,0,0
gjg_786,au,0,0
gjg_787,au,0,0
gjg_788,au,0,0
gjg_789,ca,0,0
gjg_790,us,0,0
gjg_791,tr,0,0
gjg_792,us,0,0
gjg_793,ca,0,0
gjg_794,tr,0,0
gjg_795,tr,0,0
gjg_796,fr,0,0
gjg_797,au,0,0
gjg_798,tr,0,0
gjg_799,fr,0,0
gjg_800,us,0,0
gjg_801,tr,0,0
gjg_802,au,0,0
gjg_803,fr,0,0
gjg_804,fr,0,0
gjg_805,us,0,0
gjg_806,tr,0,0
gjg_807,tr,0,0
gjg_808,au,0,0
gjg_809,us,0,0
gjg_810,ca,0,0
gjg_811,fr,0,0
gjg_812,au,0,0
gjg_813,tr,0,0
gjg_814,ca,0,0
gjg_815,ca,0,0
gjg_816,tr,0,0
gjg_817,us,0,0
gjg_818,fr,0,0
gjg_819,fr,0,0
gjg_820,au,0,0
gjg_821,us,0,0
gjg_822,tr,0,0
gjg_823,au,0,0
gjg_824,fr,0,0
gjg_825,ca,0,0
gjg_826,au,0,0
gjg_827,ca,0,0
gjg_828,ca,0,0
gjg_829,au,0,0
gjg_830,us,0,0
gjg_831,fr,0,0
gjg_832,au,0,0
gjg_833,tr,0,0
gjg_834,tr,0,0
gjg_835,ca,0,0
gjg_836,fr,0,0
gjg_837,ca,0,0
gjg_838,tr,0,0
gjg_839,fr,0,0
gjg_840,tr,0,0
gjg_841,tr,0,0
gjg_842,fr,0,0
gjg_843,fr,0,0
gjg_844,au,0,0
gjg_845,tr,0,0
gjg_846,us,0,0
gjg_847,tr,0,0
gjg_848,ca,0,0
gjg_849,ca,0,0
gjg_850,au,0,0
gjg_851,au,0,0
gjg_852,fr,0,0
gjg_853,us,0,0
gjg_854,au,0,0
gjg_855,fr,0,0
gjg_856,us,0,0
gjg_857,au,0,0
gjg_858,au,0,0
gjg_859,us,0,0
gjg_860,tr,0,0
gjg_861,us,0,0
gjg_862,us,0,0
gjg_863,tr,0,0
gjg_864,us,0,0
gjg_865,us,0,0
gjg_866,ca,0,0
gjg_867,ca,0,0
gjg_868,au,0,0
gjg_869,ca,0,0
gjg_870,tr,0,0
gjg_871,au,0,0
gjg_872,us,0,0
gjg_873,au,0,0
gjg_874,fr,0,0
gjg_875,tr,0,0
gjg_876,us,0,0
gjg_877,tr,0,0
gjg_878,tr,0,0
gjg_879,tr,0,0
gjg_880,ca,0,0
gjg_881,fr,0,0
gjg_882,tr,0,0
gjg_883,tr,0,0
gjg_884,ca,0,0
gjg_885,au,0,0
gjg_886,ca,0,0
gjg_887,ca,0,0
gjg_888,au,0,0
gjg_889,tr,0,0
gjg_890,ca,0,0
gjg_891,au,0,0
gjg_892,ca,0,0
gjg_893,fr,0,0
gjg_894,ca,0,0
gjg_895,tr,0,0
gjg_896,us,0,0
gjg_897,au,0,0
gjg_898,fr,0,0
gjg_899,tr,0,0
gjg_900,us,0,0
gjg_901,au,0,0
gjg_902,tr,0,0
gjg_903,fr,0,0
gjg_904,ca,0,0
gjg_905,fr,0,0
gjg_906,au,0,0
gjg_907,fr,0,0
gjg_908,us,0,0
gjg_909,ca,0,0
gjg_910,ca,0,0
gjg_911,tr,0,0
gjg_912,us,0,0
gjg_913,tr,0,0
gjg_914,au,0,0
gjg_915,ca,0,0
gjg_916,fr,0,0
gjg_917,ca,0,0
gjg_918,tr,0,0
gjg_919,au,0,0
gjg_920,us,0,0
gjg_921,us,0,0
gjg_922,au,0,0
gjg_923,fr,0,0
gjg_924,au,0,0
gjg_925,ca,0,0
gjg_926,tr,0,0
gjg_927,ca,0,0
gjg_928,fr,0,0
gjg_929,ca,0,0
gjg_930,au,0,0
gjg_931,us,0,0
gjg_932,ca,0,0
gjg_933,fr,0,0
gjg_934,ca,0,0
gjg_935,ca,0,0
gjg_936,fr,0,0
gjg_937,au,0,0
gjg_938,ca,0,0
gjg_939,us,0,0
gjg_940,tr,0,0
gjg_941,tr,0,0
gjg_942,au,0,0
gjg_943,ca,0,0
gjg_944,ca,0,0
gjg_945,ca,0,0
gjg_946,tr,0,0
gjg_947,us,0,0
gjg_948,fr,0,0
gjg_949,us,0,0
gjg_950,tr,0,0
gjg_951,us,0,0
gjg_952,tr,0,0
gjg_953,us,0,0
gjg_954,fr,0,0
gjg_955,fr,0,0
gjg_956,us,0,0
gjg_957,au,0,0
gjg_958,tr,0,0
gjg_959,au,0,0
gjg_960,fr,0,0
gjg_961,us,0,0
gjg_962,fr,0,0
gjg_963,fr,0,0
gjg_964,fr,0,0
gjg_965,au,0,0
gjg_966,tr,0,0
gjg_967,tr,0,0
gjg_968,fr,0,0
gjg_969,fr,0,0
gjg_970,fr,0,0
gjg_971,fr,0,0
gjg_972,us,0,0
gjg_973,us,0,0
gjg_974,us,0,0
gjg_975,tr,0,0
gjg_976,au,0,0
gjg_977,tr,0,0
gjg_978,au,0,0
gjg_979,tr,0,0
gjg_980,fr,0,0
gjg_981,tr,0,0
gjg_982,fr,0,0
gjg_983,ca,0,0
gjg_984,ca,0,0
gjg_985,ca,0,0
gjg_986,ca,0,0
gjg_987,au,0,0
gjg_988,fr,0,0
gjg_989,au,0,0
gjg_990,au,0,0
gjg_991,ca,0,0
gjg_992,us,0,0
gjg_993,fr,0,0
gjg_994,ca,0,0
gjg_995,tr,0,0
gjg_996,ca,0,0
gjg_997,au,0,0
gjg_998,au,0,0
gjg_999,fr,0,0
gjg_1000,fr,0,0
gjg_1001,tr,0,0
gjg_1002,us,0,0
gjg_1003,tr,0,0
gjg_1004,au,0,0
gjg_1005,ca,0,0
gjg_1006,tr,0,0
gjg_1007,tr,0,0
gjg_1008,fr,0,0
gjg_1009,tr,0,0
gjg_1010,us,0,0
gjg_1011,au,0,0
gjg_1012,fr,0,0
gjg_1013,ca,0,0
gjg_1014,us,0,0
gjg_1015,tr,0,0
gjg_1016,fr,0,0
gjg_1017,us,0,0
gjg_1018,us,0,0
gjg_1019,us,0,0
gjg_1020,ca,0,0
gjg_1021,au,0,0
gjg_1022,us,0,0
gjg_1023,us,0,0
gjg_1024,tr,0,0
gjg_1025,fr,0,0
gjg_1026,au,0,0
gjg_1027,ca,0,0
gjg_1028,tr,0,0
gjg_1029,au,0,0
gjg_1030,fr,0,0
gjg_1031,us,0,0
gjg_1032,tr,0,0
gjg_1033,au,0,0
gjg_1034,ca,0,0
gjg_1035,au,0,0
gjg_1036,fr,0,0
gjg_1037,ca,0,0
gjg_1038,tr,0,0
gjg_1039,tr,0,0
gjg_1040,au,0,0
gjg_1041,us,0,0
gjg_1042,au,0,0
gjg_1043,us,0,0
gjg_1044,tr,0,0
gjg_1045,au,0,0
gjg_1046,tr,0,0
gjg_1047,au,0,0
gjg_1048,tr,0,0
gjg_1049,fr,0,0
gjg_1050,fr,0,0
gjg_1051,ca,0,0
gjg_1052,au,0,0
gjg_1053,ca,0,0
gjg_1054,tr,0,0
gjg_1055,au,0,0
gjg_1056,tr,0,0
gjg_1057,ca,0,0
gjg_1058,au,0,0
gjg_1059,us,0,0
gjg_1060,au,0,0
gjg_1061,us,0,0
gjg_1062,us,0,0
gjg_1063,tr,0,0
gjg_1064,au,0,0
gjg_1065,ca,0,0
gjg_1066,tr,0,0
gjg_1067,au,0,0
gjg_1068,us,0,0
gjg_1069,fr,0,0
gjg_1070,ca,0,0
gjg_1071,au,0,0
gjg_1072,tr,0,0
gjg_1073,us,0,0
gjg_1074,tr,0,0
gjg_1075,us,0,0
gjg_1076,ca,0,0
gjg_1077,tr,0,0
gjg_1078,au,0,0
gjg_1079,au,0,0
gjg_1080,fr,0,0
gjg_1081,ca,0,0
gjg_1082,us,0,0
gjg_1083,fr,0,0
gjg_1084,us,0,0
gjg_1085,fr,0,0
gjg_1086,au,0,0
gjg_1087,us,0,0
gjg_1088,fr,0,0
gjg_1089,fr,0,0
gjg_1090,fr,0,0
gjg_1091,tr,0,0
gjg_1092,us,0,0
gjg_1093,ca,0,0
gjg_1094,us,0,0
gjg_1095,au,0,0
gjg_1096,au,0,0
gjg_1097,fr,0,0
gjg_1098,fr,0,0
gjg_1099,tr,0,0
gjg_1100,ca,0,0
